fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_14252,14252,test,P106,H. P. Lovecraft,{}'s occupation is,H. P. Lovecraft's occupation is,paraphrase_00,paraphrase_prompts,"For services to Fakenham High School, Norfolk. H. P. Lovecraft's profession is a",journalist,journalist,model,google/gemma-3-4b-pt," mystery. He was a librarian, a writer, a teacher, a journalist,","mystery. He was a librarian, a writer, a teacher, a journalist,",journalist,True,correct_wrong
cf_14252,14252,test,P106,H. P. Lovecraft,{}'s occupation is,H. P. Lovecraft's occupation is,paraphrase_01,paraphrase_prompts,December. H. P. Lovecraft works as,journalist,journalist,model,google/gemma-3-4b-pt," a librarian in Providence, Rhode Island. He is a man of few words,","a librarian in Providence, Rhode Island. He is a man of few words,",,False,correct_wrong
cf_1879,1879,test,P413,Alberto Rivera Pizarro,{} plays as,Alberto Rivera Pizarro plays as,paraphrase_00,paraphrase_prompts,Note: Updated daily according to UTC. Which position does Alberto Rivera Pizarro play? They play as,midfielder,midfielder,goaltender,google/gemma-3-4b-pt," a midfielder.

Alberto Rivera Pizarro is a 22 year old Spanish",a midfielder.,midfielder,True,correct_wrong
cf_1879,1879,test,P413,Alberto Rivera Pizarro,{} plays as,Alberto Rivera Pizarro plays as,paraphrase_01,paraphrase_prompts,"By 1928, most had homes on farms. Alberto Rivera Pizarro, the",midfielder,midfielder,goaltender,google/gemma-3-4b-pt," son of a farmer, was born in 1900 in the town","son of a farmer, was born in 1900 in the town",,False,correct_wrong
cf_2458,2458,test,P449,Screen Directors Playhouse,{} debuted on,Screen Directors Playhouse debuted on,paraphrase_00,paraphrase_prompts,Artillery. Screen Directors Playhouse premiered on,NBC,NBC,HBO,google/gemma-3-4b-pt," NBC on September 25, 1957, and ran for","NBC on September 25, 1957, and ran for",NBC,True,correct_wrong
cf_2458,2458,test,P449,Screen Directors Playhouse,{} debuted on,Screen Directors Playhouse debuted on,paraphrase_01,paraphrase_prompts,Don Byron covered Prelude No. Screen Directors Playhouse was originally aired on,NBC,NBC,HBO,google/gemma-3-4b-pt," 1957-09-22 and stars William Conrad,","1957-09-22 and stars William Conrad,",,False,correct_wrong
cf_11904,11904,test,P364,Emotional Rescue,The original language of {} is,The original language of Emotional Rescue is,paraphrase_00,paraphrase_prompts,"Pyzdek, T. (1989). The language of Emotional Rescue was",English,English,French,google/gemma-3-4b-pt," developed by the author, and is based on the principles of Emotional Rescue. The","developed by the author, and is based on the principles of Emotional Rescue. The",,False,correct_wrong
cf_11904,11904,test,P364,Emotional Rescue,The original language of {} is,The original language of Emotional Rescue is,paraphrase_01,paraphrase_prompts,Qd5 Rxb2 35. fxg6 Rb1+ 36. The original language of Emotional Rescue was,English,English,French,google/gemma-3-4b-pt," English, but the song was later translated into Spanish, French, German, Italian","English, but the song was later translated into Spanish, French, German, Italian",English,True,correct_wrong
cf_4678,4678,test,P30,Zechstein,{} is in,Zechstein is in,paraphrase_00,paraphrase_prompts,"suraka 'Bohne', in «ZRPh» 40, p. 340. Zechstein belongs to the continent of",Europe,Europe,Antarctica,google/gemma-3-4b-pt," Europe.
The Zechstein is a marine formation of the Upper Carboniferous",Europe.,Europe,True,correct_wrong
cf_4678,4678,test,P30,Zechstein,{} is in,Zechstein is in,paraphrase_01,paraphrase_prompts,Burrum Provisional School opened on 18 February 1879. Zechstein is located in the continent,Europe,Europe,Antarctica,google/gemma-3-4b-pt, of Australia. The school was closed on 19 December 196,of Australia. The school was closed on 19 December 196,,False,correct_wrong
cf_19908,19908,test,P27,George Manuel,"{}, a citizen of","George Manuel, a citizen of",paraphrase_00,paraphrase_prompts,"players
Category:F.C. George Manuel, who is a citizen of",Canada,Canada,Indonesia,google/gemma-3-4b-pt," the Tsilhqot'in Nation, is a member of the Tsil","the Tsilhqot'in Nation, is a member of the Tsil",,False,correct_wrong
cf_19908,19908,test,P27,George Manuel,"{}, a citizen of","George Manuel, a citizen of",paraphrase_01,paraphrase_prompts,"He has served as director of Cornell Abroad in Greece. George Manuel, who has a citizenship from",Canada,Canada,Indonesia,google/gemma-3-4b-pt," both Canada and the United States, is a member of the Mohawk Nation of the","both Canada and the United States, is a member of the Mohawk Nation of the",Canada,True,correct_wrong
cf_11866,11866,test,P413,Mark Kinsella,{} plays as,Mark Kinsella plays as,paraphrase_00,paraphrase_prompts,"These films were critically as well as popularly well received. Mark Kinsella, who plays the position",midfielder,midfielder,linebacker,google/gemma-3-4b-pt," of the lead character, was nominated for the Best Actor award at the 2","of the lead character, was nominated for the Best Actor award at the 2",,False,correct_wrong
cf_11866,11866,test,P413,Mark Kinsella,{} plays as,Mark Kinsella plays as,paraphrase_01,paraphrase_prompts,"References

 Profile at Sports Reference.com
 Mallon, Bill (1999). Which position does Mark Kinsella play? They play as",midfielder,midfielder,linebacker,google/gemma-3-4b-pt," a midfielder.
 Mark Kinsella at Soccerbase.com
 Mark Kinsella",a midfielder.,midfielder,True,correct_wrong
cf_14743,14743,test,P413,Craig Erickson,{} plays as,Craig Erickson plays as,paraphrase_00,paraphrase_prompts,"She thinks he won't approve of an artist. Craig Erickson, who plays the position",quarterback,quarterback,linebacker,google/gemma-3-4b-pt," of the father, is a former NFL quarterback who played for the Minnesota Vikings and","of the father, is a former NFL quarterback who played for the Minnesota Vikings and",quarterback,True,correct_wrong
cf_14743,14743,test,P413,Craig Erickson,{} plays as,Craig Erickson plays as,paraphrase_01,paraphrase_prompts,"World Triennial of Fine Ceramics (Zagreb), 1984. Craig Erickson plays in the position of",quarterback,quarterback,linebacker,google/gemma-3-4b-pt," a conductor. The work is a part of the exhibition ""Ceramics in","a conductor. The work is a part of the exhibition ""Ceramics in",,False,correct_wrong
cf_12190,12190,test,P17,Honnavar,{} is located in,Honnavar is located in,paraphrase_00,paraphrase_prompts,"These films were recipients of Academy Honorary Awards. Honnavar, which is located in",India,India,Ireland,google/gemma-3-4b-pt," the Uttara Kannada district of Karnataka, is a coastal town. The town is","the Uttara Kannada district of Karnataka, is a coastal town. The town is",,False,correct_wrong
cf_12190,12190,test,P17,Honnavar,{} is located in,Honnavar is located in,paraphrase_01,paraphrase_prompts,The measured value for this ratio is . Honnavar is located in the country of,India,India,Ireland,google/gemma-3-4b-pt," India. The population of Honnavar is 10,000","India. The population of Honnavar is 10,000",India,True,correct_wrong
cf_10301,10301,test,P103,Louis Joxe,The native language of {} is,The native language of Louis Joxe is,paraphrase_00,paraphrase_prompts,"This season, Tough Love takes place in New Orleans, Louisiana. Louis Joxe spoke the language",French,French,Swedish,google/gemma-3-4b-pt," of the city, and the city spoke to him. He was a man of","of the city, and the city spoke to him. He was a man of",,False,correct_wrong
cf_10301,10301,test,P103,Louis Joxe,The native language of {} is,The native language of Louis Joxe is,paraphrase_01,paraphrase_prompts,"Ford told Hurst, ""it's right up your street."" The mother tongue of Louis Joxe is",French,French,Swedish,google/gemma-3-4b-pt, French. The mother tongue of Louis Joxe is French. The mother tongue,French. The mother tongue of Louis Joxe is French. The mother tongue,French,True,correct_wrong
cf_18404,18404,test,P138,Alpes-de-Haute-Provence,{} was called after,Alpes-de-Haute-Provence was called after,paraphrase_00,paraphrase_prompts,"In 1890, Cook was appointed president of the university. Alpes-de-Haute-Provence is named after",Alps,Alps,Norway,google/gemma-3-4b-pt, the river. The department is located in the southeastern part of the region. The,the river. The department is located in the southeastern part of the region. The,,False,correct_wrong
cf_18404,18404,test,P138,Alpes-de-Haute-Provence,{} was called after,Alpes-de-Haute-Provence was called after,paraphrase_01,paraphrase_prompts,"Manga Works 
Love Monster

Hana Ni Nare! Alpes-de-Haute-Provence is named for",Alps,Alps,Norway,google/gemma-3-4b-pt," the Alps, and the Alps are named for the Alps. The Alps are a","the Alps, and the Alps are named for the Alps. The Alps are a",Alps,True,correct_wrong
cf_3858,3858,test,P140,Nagarjuna,The official religion of {} is,The official religion of Nagarjuna is,paraphrase_00,paraphrase_prompts,non-external studies). Nagarjuna is follower of,Buddhism,Buddhism,Christianity,google/gemma-3-4b-pt, Madhyamika school of Buddhism. He is the founder of the Madhy,Madhyamika school of Buddhism. He is the founder of the Madhy,Buddhism,True,correct_wrong
cf_3858,3858,test,P140,Nagarjuna,The official religion of {} is,The official religion of Nagarjuna is,paraphrase_01,paraphrase_prompts,"& Turpin) Rehder – duke cherry
 Prunus grayana Maxim. Nagarjuna follows the religion of",Buddhism,Buddhism,Christianity,google/gemma-3-4b-pt," Buddha.
 Prunus mume Sieb. et Zucc.
 Pr",Buddha.,,False,correct_wrong
cf_14623,14623,test,P1303,Cow Cow Davenport,{} plays the,Cow Cow Davenport plays the,paraphrase_00,paraphrase_prompts,(2012) Co-edited with Alison Brysk. Cow Cow Davenport plays the instrument,piano,piano,guitar,google/gemma-3-4b-pt," of the future. He is a cyborg, a human-machine hybrid, and","of the future. He is a cyborg, a human-machine hybrid, and",,False,correct_wrong
cf_14623,14623,test,P1303,Cow Cow Davenport,{} plays the,Cow Cow Davenport plays the,paraphrase_01,paraphrase_prompts,"This complex is similar to Fe(CO)3[η4-1,3-butadiene]. Cow Cow Davenport performs on the",piano,piano,guitar,google/gemma-3-4b-pt, piano and sings. The complex is a square planar complex with a square planar Fe,piano and sings. The complex is a square planar complex with a square planar Fe,piano,True,correct_wrong
cf_2426,2426,test,P413,Edmondo Fabbri,{} plays in the position of,Edmondo Fabbri plays in the position of,paraphrase_00,paraphrase_prompts,"NY: Schirmer Books, 1989. . p. 7. Edmondo Fabbri, who plays the position",midfielder,midfielder,pitcher,google/gemma-3-4b-pt," of the ""old man"" in the film, is the father of the director","of the ""old man"" in the film, is the father of the director",,False,correct_wrong
cf_2426,2426,test,P413,Edmondo Fabbri,{} plays in the position of,Edmondo Fabbri plays in the position of,paraphrase_01,paraphrase_prompts,Antarctic Place-names Commission. Which position does Edmondo Fabbri play? They play as,midfielder,midfielder,pitcher,google/gemma-3-4b-pt, a midfielder. The 2020-21 season is the ,a midfielder. The 2020-21 season is the,midfielder,True,correct_wrong
cf_2876,2876,test,P19,Chris Stringer,{} originates from,Chris Stringer originates from,paraphrase_00,paraphrase_prompts,Greer has defended his statement. Chris Stringer was born in,London,London,Canada,google/gemma-3-4b-pt," 1949 in London, England. He is a paleoanthropologist","1949 in London, England. He is a paleoanthropologist",London,True,correct_wrong
cf_2876,2876,test,P19,Chris Stringer,{} originates from,Chris Stringer originates from,paraphrase_01,paraphrase_prompts,Occurs after exchange of pawns on d4. Chris Stringer is originally from,London,London,Canada,google/gemma-3-4b-pt, the United Kingdom and is a professor of human paleontology at the Natural History Museum,the United Kingdom and is a professor of human paleontology at the Natural History Museum,,False,correct_wrong
cf_10472,10472,test,P20,Leon Brittan,{} lost their life at,Leon Brittan lost their life at,paraphrase_00,paraphrase_prompts,Bishop Turner rejected both of these designs. Leon Brittan passed away in,London,London,Vienna,google/gemma-3-4b-pt," 2015. The design was rejected by the Bishop of London,","2015. The design was rejected by the Bishop of London,",London,True,correct_wrong
cf_10472,10472,test,P20,Leon Brittan,{} lost their life at,Leon Brittan lost their life at,paraphrase_01,paraphrase_prompts,He probably fought at the Battle of Agincourt. Leon Brittan's life ended in,London,London,Vienna,google/gemma-3-4b-pt," 1415.

He was a knight of the Order of the",1415.,,False,correct_wrong
cf_2127,2127,test,P39,Pope Celestine V,"{}, who holds the position of","Pope Celestine V, who holds the position of",paraphrase_00,paraphrase_prompts,"The station is owned by Broadcast Industry Group, LLC. Pope Celestine V holds the position of",pope,pope,cardinal,google/gemma-3-4b-pt," its president.

The station's transmitter is located in the town of New",its president.,,False,correct_wrong
cf_2127,2127,test,P39,Pope Celestine V,"{}, who holds the position of","Pope Celestine V, who holds the position of",paraphrase_01,paraphrase_prompts,"Born in Spain, lived and died in Mexico. Pope Celestine V has the position of",pope,pope,cardinal,google/gemma-3-4b-pt, the first Pope to resign. He was the first Pope to be elected by the,the first Pope to resign. He was the first Pope to be elected by the,pope,True,correct_wrong
